medicine_name,price,quantity,availability
Ofzorb-OZ Tablet,366,77,available
Conivog M 500mg/0.3mg Tablet,292,130,available
Aria 10mg Tablet,468,187,available
Montoss L Kid 2.5mg/4mg Tablet,48,235,available
Rengraf 0.5mg Capsule,284,57,available
Cavmox Dry Syrup,268,173,available
Inrowin 500mg Tablet,125,205,available
Warzone 1000mg Injection,95,191,available
Card AT  Tablet,204,64,available
Winfix 200mg Tablet,463,78,available
Telepoint Trio Tablet,163,127,available
Bolofen 5mg Tablet,65,177,available
Ozomed 20mg Tablet,127,14,limited
Novamox-LB 500 Capsule,277,126,available
Nuroguard Tablet,365,179,available
Cetiriz 10mg Tablet,291,166,available
Grilcet M Syrup,79,287,available
Mebzol 400mg Tablet,322,169,available
Lezz MS 5mg/10mg Tablet,288,129,available
Coolcid Gel,42,192,available
Seroquin 25mg Tablet,172,13,limited
Vildazone M 500mg/50mg Tablet,410,19,limited
Dotaver-A Tablet,408,148,available
Tamlof 50mg/500mg Tablet,196,16,limited
Debifall 80mg/500mg Tablet,93,84,available
Kaleeze 100ml Lotion,284,97,available
Varpred-S 500 Injection,189,99,available
Pazo 15mg Tablet,346,102,available
Cepodac 200 Tablet,344,252,available
Altomox LB 500mg Capsule,156,20,limited
New Adesam 200 Tablet,32,40,available
Glimzab M 1mg/500mg Tablet,53,9,limited
Fidato ASP 100mg/325mg/15mg Tablet,197,102,available
Imozide 100mg Capsule,322,275,available
Mifer Spas 10mg/250mg Tablet,426,268,available
Nervihas PG 750mcg/75mg Capsule,404,236,available
Flavorax 200mg Tablet,340,103,available
Lazcort 6mg Tablet,73,243,available
Lovir 200mg Tablet,395,129,available
Bactin 50mg Tablet,62,112,available
Acezec 50mg Syrup,425,130,available
Toroflox 200mg Tablet,455,56,available
Fumak 500mg Tablet,69,103,available
Eonem 1000mg Injection,373,90,available
Lvsar-M Tablet,407,133,available
Gestcure 100mg Soft Gelatin Capsule,311,29,limited
Drbest L 25mg Tablet SR,318,294,available
Lirnor 8mg/325mg Tablet,79,151,available
Genericart Telmisartan+Amlodipine+Hydrochlorothiazide 40mg/5mg/12.5mg Tablet,119,40,available
Levoziz 500mg Tablet,389,197,available
Clopiday AS 75mg/75mg Tablet,466,73,available
Litholent 300 Tablet,446,166,available
Eurodase P 50mg/325mg/15mg Tablet,64,2,limited
Aronic D 80mg/250mg Tablet,84,226,available
Vizrol 40mg Injection,445,186,available
Tbr Plus 180mg/96mg/200mg Tablet,498,5,limited
Tolset D 150mg/50mg Tablet,453,221,available
Celavi-O 10/20 Tablet,28,109,available
Coldfar Tablet,72,93,available
Baret L 2.5mg Syrup,38,88,available
Jasmol-MF Suspension,396,166,available
Oflobert 200 Tablet,109,129,available
Azigla 500mg Tablet,131,52,available
Amgclav 500mg/125mg Tablet,97,50,available
Biorubin 50mg Injection,171,285,available
Etoroux P 60mg/325mg Tablet,53,273,available
Metrate XL 25 Tablet,323,60,available
Telmidax-H Tablet,173,136,available
Monocontin 25mg Tablet,360,202,available
Cita S Plus 0.25mg/5mg Tablet,136,51,available
Waxolve Ear Drop,288,160,available
ET Zole 200mg Capsule,495,108,available
Meroamp 1000 Injection,383,189,available
Ofloshine 200 Tablet,67,256,available
Ceftragod 250mg Injection,449,179,available
Meromust 1000mg Injection,312,247,available
Itrobox 100mg Capsule,493,219,available
Nitrofix SR 60 Tablet,29,132,available
Zinirab 20mg Tablet,173,142,available
Optimix Cream,215,187,available
Phenotone 30mg Tablet,371,135,available
Itrafine 100mg Capsule,214,207,available
Cinozet-A Syrup,30,110,available
Renpraz 30mg/20mg Capsule SR,466,255,available
Getox 50mg/500mg/2mg Tablet,42,228,available
Glycebose GM 1.3mg Tablet,216,222,available
Apedin N Syrup,438,224,available
Aripdox 100mg Tablet DT,71,112,available
Monteflo FX 10mg/120mg Tablet,223,130,available
Opimox Dry Syrup,422,190,available
Amitop  250mg Injection,56,290,available
Miz-D Capsule,132,237,available
Zocef-CV 250 Tablet,301,169,available
Chymera MR 4mg/100mg/325mg Tablet,491,219,available
Cabnac DP 50mg/325mg/10mg Tablet,58,23,limited
Olantic 10mg Tablet,364,88,available
Eprisan SR Capsule,112,238,available
Abnik SP 100mg/325mg/15mg Tablet,386,253,available
Omisafe 1gm Injection,320,244,available
Ceqiz 100 DT Tablet,308,31,available
Fadep 20mg Capsule,120,15,limited
Lebbeck Plus 10mg/5mg/200mg Tablet SR,461,98,available
Thyroactiv 50 Tablet,380,143,available
Mamcin 100mg Injection,214,194,available
Micef TZ 1000mg/125mg Injection,132,73,available
Cyphept Syrup Mixed Fruit Sugar Free,78,97,available
UD Max S Tablet,293,119,available
Sercab 50 Tablet,77,180,available
Topbh D 30mg/40mg Capsule SR,141,144,available
Leogab-M 750mcg/75mg Tablet,138,252,available
Oflomac OZ 200 mg/500 mg Infusion,13,265,available
Levpod 50mg Dry Syrup,447,104,available
Aclain-CV 500mg/125mg Tablet,341,166,available
Oflen OZ LB 500mg/200mg Tablet,380,37,available
Eurob D 10mg/20mg Tablet,498,271,available
Ritecort-T Injection,56,49,available
Candigyl 100mg Tablet,202,137,available
Suchpod OX 200mg/200mg Tablet,273,197,available
Distaclor CD 375mg Tablet SR,470,50,available
Glimiyes PG 2mg/500mg/15mg Tablet SR,481,122,available
Cadi O M Suspension,250,143,available
Bezit 500mg Tablet,67,53,available
Roxy 150 Tablet,328,152,available
Ofia DS 100mg Oral Suspension,476,161,available
Aczen-MR Tablet,434,99,available
Humog 75 HP Injection,367,52,available
Bencefi-CV Dry Syrup Strawberry,199,215,available
Flutax 20 Capsule,206,295,available
Itraphin 100mg Capsule,410,263,available
Siglyn 50 Tablet,57,21,limited
Furaspray 27.5mcg Nasal Spray,241,10,limited
Uptall 10mg/30mg Tablet,228,223,available
Pbren M 750mcg/150mg Capsule,377,54,available
Moxiphar-LB 625 Tablet,203,107,available
Floroxin 500mg Tablet,63,286,available
MN Scab Lotion,151,163,available
Lapent D Tablet,390,83,available
Zomnia 10mg Tablet,41,176,available
Trichek 200mg Capsule,382,183,available
Arnicool LS 75mg/20mg Capsule SR,190,53,available
Dezacort 30 Tablet,320,134,available
Vizcet Cold Tablet,146,190,available
Nircip 500mg Infusion,396,231,available
Alither 75mg Injection,351,146,available
Zenoxidil 10% Solution,344,113,available
Ticospas Forte 10mg/250mg Tablet,165,222,available
Nasclin Nasal Drops,274,220,available
Omelek-D Capsule,289,274,available
Radicet-LM Syrup,129,76,available
Paxan 12.5 Tablet PR,119,295,available
Gabantin 400 Capsule,364,27,limited
Apribose 0.3 Tablet,59,206,available
Monosorbitrate 20 Tablet,53,149,available
Cetrizine Tablet,300,223,available
Jexi O 200mg/200mg Tablet,32,6,limited
Pyrimide 100mg Tablet MD,282,121,available
Cetramac 10mg Tablet,189,181,available
Aabis P 100mg/325mg Tablet,172,176,available
Meflo P Syrup,357,300,available
Cetirizine 10mg Tablet,182,97,available
Voizgesic SP 100mg/325mg/15mg Tablet,340,155,available
Pantoheal 40mg Tablet,272,258,available
Alzox 50mg/325mg Tablet,167,183,available
Neurotas Gold 2500mcg Injection,288,218,available
Rosukast L Oral Suspension,329,108,available
Pregahope Vaginal 5gm Gel,220,52,available
Fedcef 200mg Tablet DT,212,52,available
Vertitoss 8mg Tablet,231,181,available
IT Lab 100mg Capsule,354,167,available
Fexan M Syrup,13,87,available
Lacyclin 100mg Capsule,140,204,available
Fixica-O 200mg/200mg Tablet,16,187,available
Levosulf 75mg Tablet,177,206,available
Gabawan N 400mg/10mg Tablet,390,103,available
Supernim 100mg Tablet,259,25,limited
Audon 4mg Tablet,371,109,available
Omicod D 10mg/20mg Capsule,472,124,available
Threoclav 625 Tablet,426,86,available
Etomax P 400 mg/500 mg Tablet,366,8,limited
Erisure-Plus Tablet,75,4,limited
Tripod 200mg Dry Syrup,381,145,available
Telmitic 40mg Tablet,127,74,available
Zoxil 250mg Suspension,123,74,available
Ezeepam Plus 5 Tablet,424,54,available
Curenerve Capsule,394,141,available
Danavir 300mg Tablet,150,254,available
Alpradon 0.5mg Tablet SR,480,242,available
Truclav 125mg/25mg Injection,346,199,available
RABON-DSR 30mg/20mg Capsule,73,140,available
Emfor 1000mg Tablet SR,157,158,available
Migpraz 40mg Tablet,441,6,limited
Tramopic P 50mg/325mg Tablet,246,82,available
Zepatric 1mg Tablet MD,269,42,available
Forlevo Tablet,227,52,available
Clavsat 625 Tablet,213,19,limited
Atropine Sulphate Injection,271,198,available
Koxep-B Syrup,27,39,available
Beclindone 200 Tablet,174,158,available
Zolitas ODS 5 Strip,160,98,available
Btrone-S 1.5 Injection,333,231,available
Ursolon 300mg Tablet,109,189,available
Furanorm 100mg Tablet,240,209,available
Luniglue 1% Cream,96,242,available
Gramotaz 1gm Injection,404,186,available
S-Cold 2mg/500mg/5mg Tablet,179,10,limited
Natenol 50mg Tablet,33,283,available
Winliv 2.5mg Syrup,68,53,available
Romcef T 1000mg/125mg Injection,88,16,limited
Megablock E 250mg/250mg Tablet,53,234,available
Voritrol 200 Tablet,191,179,available
Nochu Tablet,260,80,available
Alzit 250mg Tablet,146,234,available
Texar T 1000mg/125mg Injection,174,278,available
Ceftoract 1000mg Injection,210,182,available
Broflox 200mg Tablet,251,221,available
Telmisat CT 40 Tablet,324,213,available
Ultravex S3 Ointment,462,115,available
Ericloza 100 Tablet,16,83,available
Ruflet Tablet,217,44,available
Cloworth 0.05% Cream,211,257,available
Tumetek 20 Tablet,241,20,limited
Armith 1500 Injection,89,19,limited
StayHappi Divalproex 500mg Tablet,261,159,available
Hyqutrin M Ointment,358,176,available
Idmas Cream,343,254,available
Lorix-Pride 25 Tablet,15,151,available
Trylevo 12.5mg Injection,457,35,available
Soraton 10mg Tablet,236,249,available
Monta Plus Kid 2.5mg/4mg Tablet,175,236,available
Dcag 75mg Injection,216,186,available
Rabeoz 20mg Tablet,115,138,available
Timolong Eye Drop,275,262,available
Odpant 40mg Injection,76,184,available
Aeroqueen-S Ointment,412,42,available
Sartace 50mg Tablet,490,12,limited
Octace 200mg Tablet SR,236,238,available
Drofab M 80mg/250mg Tablet,227,35,available
Vomee Out 4mg Tablet MD,437,191,available
Ofista OZ 200mg/500mg Tablet,436,183,available
Ketoeg 2% Soap,72,4,limited
Fenron MR 500mg/50mg/500mg Tablet,251,110,available
Itrozest 200mg Capsule,186,53,available
Promex 200mg Tablet,366,92,available
Laricef-O 200 Tablet,302,202,available
Glizid-MR 30 Tablet,415,45,available
Thyrod 150mcg Tablet,367,232,available
Nitidrox 500mg Tablet,49,161,available
Fluford M Tablet,48,84,available
Omprex 20mg Capsule,27,61,available
Appavisc Injection,406,43,available
Upton OZ 200mg/500mg Tablet,192,279,available
J Cetam 500mg Tablet,261,88,available
Lek 500mg Infusion,151,154,available
Advin Tablet,329,295,available
Zetafenac Eye Drop,110,242,available
Elzin TR Syrup,180,206,available
Mo-Floren Eye Ointment,15,60,available
Sernzy 50mg/325mg/10mg Tablet,363,120,available
Lafix 100  Tablet DT,363,218,available
Orazep 1mg Tablet,459,124,available
Lifedol-SP Tablet,461,247,available
Jasdom-P 20mg/500mg Tablet,48,209,available
Pronol 10mg Tablet,313,113,available
Zemlo A 5mg/50mg Tablet,386,288,available
Tuspel Plus Expectorant Strawberry,483,130,available
Telispa-AM Tablet,266,168,available
Abidryl-A 1.25mg/15mg/50mg/2.5mg Syrup,368,22,limited
Alvofast-P Tablet,195,11,limited
Sitawok 50 Tablet,156,264,available
Merigel Suspension,351,259,available
Pebind 400mg Tablet,297,274,available
X Lent 0.25mg Tablet MD,169,30,available
Lynic-D 50mg/10mg Tablet,452,33,available
Benimol 650mg Tablet,290,175,available
Predmed 8mg Tablet,77,225,available
Meconol NT 75mg/10mg Tablet,321,153,available
Lemycin 250mg Tablet,176,136,available
Starclav Bid 200mg/28.5mg Syrup,358,180,available
Verigo-D Tablet,144,88,available
Cadtam D 0.4mg/0.5mg Tablet,227,280,available
Lorexane Spray,110,296,available
Diprolite Cream,456,297,available
Durabact TZ 1000mg/125mg Injection,294,108,available
Vermifed 400mg Tablet,221,14,limited
CD Clox 250mg/250mg Capsule,466,123,available
SPARBACT 200 MG TABLET,430,267,available
Restus Oral Drops,117,137,available
Olyferic Injection,410,137,available
Plakonta 0.1gm Injection,160,190,available
Maxef-OF 200mg/200mg Tablet,267,85,available
Coravas E 10mg/10mg Tablet,371,296,available
Fabmentin Dry Syrup,27,300,available
Oxep 600mg Tablet,285,31,available
Aviclo TH 100mg/4mg Tablet,141,190,available
Amitril Plus 12.5 mg/5 mg Tablet,203,200,available
Gastovent D 30mg/20mg Capsule SR,85,235,available
Octotide 0.05mg Injection,396,176,available
Azmag 250mg Tablet,143,217,available
Ceftoliv-S 1500mg Injection,462,204,available
Smirazole 40mg Tablet,28,272,available
Thio A 100mg/4mg Tablet,99,56,available
Drafur 500mg Tablet,482,213,available
Target 250mg/250mg Capsule,448,174,available
Hazpred 40mg Injection,121,191,available
Fayonate 60mg Injection,249,139,available
Montura L 5mg/10mg Tablet,238,105,available
Privent 1mg Tablet DT,218,3,limited
Asprito 20 Tablet,49,178,available
Flazid 6mg Tablet,19,40,available
Etoray-MR Tablet,472,284,available
Acgran Injection,182,99,available
Aester-P Oral Suspension,16,20,limited
Iffcold Oral Suspension,439,15,limited
Zole-IT 100 Capsule,173,31,available
Engaba 75mg Tablet,174,3,limited
Taxim-O 400 Tablet,378,121,available
Cmet 1000mg Tablet,131,250,available
Myeto TH 400mg/4mg Tablet,177,14,limited
Itnazol 200mg Capsule,435,265,available
Pesilone 1% Eye Drop,28,208,available
Ranceff 1gm Injection,277,139,available
Healace 5mg Tablet,334,94,available
Jubiglim 2 Tablet,375,238,available
Metoheal R 50mg/5mg Tablet XL,342,127,available
AP Cef-OX Tablet,425,58,available
Takefix 100mg Tablet,495,46,available
Eslis IT 40mg/150mg Tablet,28,231,available
Raap DSR Capsule,156,34,available
Ntox 90mg Tablet,111,101,available
Xcid Syrup,396,163,available
Clearwin Gel,145,236,available
Riomet GF 2 mg/500 mg Tablet,115,22,limited
Lexatal C 0.5mg/5mg Tablet,271,182,available
Abzole 400mg Tablet,202,34,available
Femidin 20mg Tablet,278,199,available
Tan FB 10mg/160mg Tablet,192,26,limited
Fungicap 200mg Capsule,417,220,available
Levous M 5mg/10mg Tablet,224,235,available
Jonapam 0.25mg Tablet,97,273,available
Mastil 20mg Tablet,133,109,available
Moglin M 500mg/20mg Tablet,64,94,available
Nervilift P Tablet SR,399,212,available
Ividoc 12 Tablet,260,98,available
Tenaphage 20mg Tablet,161,263,available
Tanoxy Kid Dry Syrup,18,157,available
Autidine 40mg Tablet,206,217,available
Onpride 2mg Injection,367,57,available
Nimuspas Tablet,323,20,limited
Nobixon 1000 Injection,451,221,available
Valparex 300mg Tablet CR,32,298,available
Elone M Syrup,464,49,available
Flemizone MR Tablet,310,265,available
Dopamine 200mg Injection,209,33,available
Shonim Plus 100mg/500mg Tablet,320,117,available
Forzest 20 Tablet,468,53,available
Aritop MS Aqeous Gel,38,24,limited
Amoxil Kid 250mg Tablet,166,242,available
Cefnex O 200mg/200mg Tablet,369,51,available
Amoxytis 500 Capsule,221,69,available
Astin D 20 Tablet,214,34,available
Dutora M 80mg/250mg Tablet,385,225,available
Vnac P 100mg/325mg Tablet,402,220,available
Basugine 100IU/ml Injection,104,54,available
Cefplex 500 Injection,205,146,available
Lotril 0.25mg Tablet,278,244,available
Amofine 0.25% Cream,344,133,available
Rosukem 20 Tablet,339,244,available
Metopt AM 5mg/50mg Tablet,11,242,available
Pipcol Drop,336,72,available
Azbci 500mg Tablet,208,152,available
Nimp Plus 100mg/325mg Tablet,164,69,available
Cinar Gel,466,169,available
Gyn 2% Vaginal Cream,387,48,available
E Bact 500mg/500mg Injection,268,177,available
Aciflux D 30mg/40mg Capsule SR,29,205,available
Esfenac Gel,342,300,available
Acicare 40mg Tablet,191,76,available
Roxal Suspension,341,245,available
Alerfre M 5mg/10mg Tablet,387,9,limited
Aptazone S 1000mg/500mg Injection,165,126,available
Leswing 5 Tablet,295,97,available
Dclodoz S 50mg/10mg Tablet,340,260,available
Tronin 0.05% Cream,412,58,available
Gigatoin 100mg Tablet,369,0,out_of_stock
Lelet-AM Tablet SR,57,49,available
Ricxime 50mg Dry Syrup,71,252,available
Fluchem 400mg Tablet,150,298,available
Congestyl Syrup,316,300,available
Acubact 625 Tablet,252,255,available
Exit 250mg Tablet,243,6,limited
Atfi 100mg Tablet,222,272,available
Valent 40 Tablet,424,89,available
Acidol P 100mg/500mg Tablet,449,124,available
Zoal Tablet,272,299,available
Urgendol 50mg Injection,98,112,available
Orizen-DM Syrup,71,274,available
RP Gest 100mg Soft Gelatin Capsule,334,126,available
Weltra 200 Capsule,303,64,available
Cliffzole 20mg Capsule,310,159,available
Lemtaz 4000mg/500mg Injection,396,142,available
Euclide 80 Tablet,402,274,available
Cefiyug O Tablet,365,107,available
Mericeff AZ 200mg/250mg Tablet,281,4,limited
Glibamide 5mg Tablet,478,240,available
Zuriclop AV 20mg/75mg Capsule,173,185,available
Metabless-G 2 Tablet PR,354,271,available
Omcin 100mg Injection,92,291,available
Nutralize D 30mg/20mg Capsule SR,395,127,available
Entaliv 1mg Tablet,312,52,available
Lisnol 5mg Tablet,393,282,available
Moxi Eye Drop,490,270,available
Ofinak OZ 200mg/500mg Tablet,373,181,available
Arth 60mg Injection,156,23,limited
Ceftact 1000mg Injection,385,6,limited
Fexicef Dry Syrup,111,55,available
Socl 5 Eye Drop,34,131,available
Ibs Free 200mg Tablet,93,171,available
Vivocet 75 Tablet,36,73,available
Zegerd 20mg Sachet,285,279,available
Rabbifor 20mg Tablet,337,113,available
Xaldinac Tablet,146,41,available
Aclotem-SR Tablet,324,285,available
Cold GO Syrup,90,111,available
Cefozen D 1gm/0.5gm Injection,476,50,available
Levonij 750mg Tablet,301,36,available
Spase D 50 mg/10 mg Tablet,57,37,available
Rifzox 550mg Tablet,273,225,available
Etohit MR 60mg/4mg Tablet,20,218,available
Loveglob 100mg Tablet,388,99,available
Fixitrix AZ 200mg/250mg Tablet,390,151,available
Agatril 0.25mg Tablet,198,260,available
Moxel D 250mg/250mg Capsule,339,94,available
Ulpanto 40 Injection,81,111,available
Telprime CT 80mg/12.5mg Tablet,384,203,available
ZY 10 Active Capsule,202,286,available
CARNOZOL D  CAPSULE SR 30 MG/20 MG,43,37,available
Azithrosh KID 100mg Tablet,80,248,available
Azicam Injection,116,215,available
IT-Quin 200 Capsule,204,272,available
Sehcef S 1000mg/500mg Injection,176,158,available
Cefoliv-CV Tablet,328,238,available
Ikcef 200mg Tablet DT,111,70,available
ASOMEX D  TABLET 2.5mg/12.5mg,304,172,available
Vincolyte BR Syrup,282,202,available
Amzycef 1000mg Injection,266,12,limited
Daradox-M Tablet,18,25,limited
Wellgas L 75mg/40mg Capsule SR,415,184,available
Vinofen TH 100mg/4mg Tablet,247,22,limited
Acemex-P 100mg/500mg Tablet,186,127,available
Livonorm Syrup,400,249,available
Deficort Oral Suspension,366,191,available
Tagnum 250 mg/125 mg Injection,171,262,available
Oze D 10mg/20mg Capsule,216,107,available
Olmax-M 25 Tablet ER,377,137,available
Andep Tablet,487,82,available
Domsettler Suspension,400,282,available
Reganza-L Capsule SR,352,152,available
Mero P 1000mg Injection,152,243,available
Onenac Spas 80mg/100mg Tablet,350,167,available
FULNITE 1 MG TABLET,391,33,available
Telmosar 40mg Tablet,95,214,available
M Droxil 500mg Tablet,353,255,available
Cefitax 200mg Tablet DT,113,66,available
Sparsun 200mg Tablet,62,189,available
Epiwart Solution,124,20,limited
Sibs 5mg/2.5mg Tablet,10,281,available
Zeridox CV Oral Suspension,11,125,available
Biocib 120mg Tablet,119,126,available
Systel 5mg Tablet,181,65,available
S Moxiphar 1000mg/500mg Injection,46,50,available
Abispa 200mg Tablet,478,190,available
Bestozox-MR 250mg/50mg/325mg Tablet,68,163,available
CITOPAM 40 MG TABLET,355,123,available
Qualixime 100mg Tablet,169,281,available
Cefoprox XP 250mg/31.25mg Injection,150,211,available
Raybrom Eye Drop,116,262,available
Glencoff 5 mg/325 mg/50 mg Tablet,129,268,available
Ecure Plus Tablet,100,136,available
Torsid Plus 10/50 Tablet,228,219,available
Glowlev 500mg Tablet,281,155,available
Nebivol SA 5mg/2.5mg Tablet,437,253,available
Dicovap MR 250mg/50mg/325mg Tablet,416,129,available
Tectaz 4000mg/500mg Injection,241,45,available
Orviclo 400mg Tablet,73,6,limited
Glimplus M 2 Tablet,46,77,available
Elmo 40mg Tablet,172,252,available
Bronq L Syrup,463,204,available
Zifcef 200 LB Tablet,125,96,available
Azolox 100mg Oral Suspension,173,28,limited
Quinolox 400mg Tablet,33,12,limited
Amiclox 250mg/250mg Capsule,465,133,available
Isonise 10mg Capsule,311,101,available
Royakacin 100mg Injection,43,239,available
Moxiflan CL 500mg/125mg Tablet,410,1,limited
Monojack S 250mg/125mg Injection,164,276,available
Durazol LS LS Capsule SR,254,56,available
Kineto Forte Tablet,187,20,limited
Panostok-DSR Capsule,150,34,available
Nutraflox OZ Oral Suspension,181,136,available
Udimax 150mg Tablet,426,68,available
Ozdapa 10mg Tablet,113,267,available
Alkasyp Syrup,75,228,available
Cetrotide 0.25mg Injection,357,213,available
Sleepex 0.25mg Tablet,222,42,available
Ortholix 50 mg/750 mg Tablet,250,18,limited
Etisnia 0.5mg Tablet,392,123,available
Levetic 100mg Injection,31,232,available
Fezaluc 150mg Tablet,421,183,available
Cosazi 500mg Tablet,227,214,available
Yefur 250 Tablet,131,63,available
Belief Oral Gel,267,253,available
Rejunuron Plus Injection,155,129,available
Medikuf Syrup,390,290,available
Oflonid Tablet,175,136,available
Depaja 5mg Tablet,200,120,available
Zioazi 250mg Tablet,18,165,available
Carecip TZ 500mg/600mg Tablet,78,217,available
Glimscan-M4 Forte Tablet SR,301,13,limited
Tofanac Tablet,219,121,available
Vomibar DS 20mg/20mg/5mg Tablet,101,1,limited
Azysafe 500mg Tablet,87,97,available
Levocetzine Tablet,108,69,available
Inozo Capsule,261,239,available
Toubset Injection,62,225,available
Nausilex Tablet,102,288,available
Glimrex M Forte 2mg/1000mg Tablet SR,381,265,available
Setikast LC Syrup,15,262,available
Azonic 100mg Oral Drops,444,270,available
Mizepam 200mg Tablet,154,112,available
Novamox CV 250mg/125mg Tablet,413,16,limited
Sb Spas D 80mg/250mg Tablet,34,252,available
Zisan CF Dry Syrup,333,35,available
Joronac MR 250mg/50mg/325mg Tablet,322,251,available
Ometer D 10mg/20mg Capsule,44,193,available
Piract 4000mg/500mg Injection,468,60,available
Rosemed-L Capsule SR,439,109,available
Unopen SB 1000mg/500mg Injection,13,130,available
Myolax Tablet,332,48,available
Tixylix LS Junior Syrup Cherry,365,216,available
Anafortan Drop,497,248,available
Zeenacef LV 200mg/250mg Tablet,486,59,available
Ezika 200mg Oral Suspension,177,236,available
Dolospas 20 mg/500 mg Tablet,16,194,available
Zefway 50 Oral Suspension,169,55,available
Kycin 500mg Injection,487,147,available
Fucef 250mg Tablet,17,91,available
Ramihart-H 5 Tablet,139,48,available
Doxewin G Syrup,179,135,available
Floxalin 200 Tablet,433,49,available
Alkem Piroxicam Injection,422,191,available
Epileptin 500mg Tablet,24,101,available
Taricin Suspension,239,217,available
Cintodac  Capsule,391,51,available
Breemol-Plus Eye Drop,378,64,available
Etb 90mg Tablet,105,24,limited
Etizene 0.5mg Tablet,157,164,available
Hofim 200mg Tablet DT,303,71,available
Clotax 0.05% Cream,11,35,available
Eldofen Plus 50mg/325mg Tablet,249,29,limited
Alcephin PX 125mg Dry Syrup,75,299,available
Efttex 1000mg Injection,222,203,available
Macravit Injection,254,94,available
Coldfar Oral Suspension,264,102,available
Aldezol 200mg Tablet,378,145,available
Cyra 40 Tablet,497,264,available
Etlas 5mg Tablet,248,140,available
Sunocet G 100mg/500mg Tablet,95,39,available
Rifagut Tablet,173,235,available
Lynocold Tablet,456,10,limited
ATHEROCHEK P 10 MG TABLET,348,11,limited
Ruizole Tablet,58,259,available
Ertycin 250mg Tablet,232,66,available
DA Sutra 30X 50 mg/30 mg Tablet,52,80,available
Itconis 100mg Capsule,28,107,available
Gluconorm-VG 1 Plus Tablet SR,93,5,limited
Sigpar 12.5mg Tablet,353,98,available
Alsar D 10mg/20mg Tablet,418,226,available
Itrosa 200mg Capsule,471,183,available
Olmicox 90mg Tablet,123,99,available
Matee 500mg Tablet,410,95,available
Itralase 100 Capsule,150,123,available
Zepsan 2mg Tablet MD,403,173,available
Pantium 20mg Tablet,130,9,limited
Albestar 400mg Suspension,381,122,available
Memoxi 0.5% Eye Drop,460,262,available
Alex Cough Lozenges Sugar Free,257,13,limited
NI Plus Tablet,390,40,available
Glistodent Toothpaste,40,34,available
Mionate Injection,154,65,available
Mupinext 2% Cream,439,184,available
Quticool 100mg Tablet,471,128,available
Ferimalt 50mg Injection,421,299,available
Clopram Tablet,87,75,available
Asicom 75mg Tablet,118,272,available
Truemac 100mg Injection,177,237,available
Acmetel-LN Tablet,47,93,available
Oxilin P 500mg/800mg Tablet,316,18,limited
RIOGLIM 2MG TABLET,135,294,available
Hyhold 25mg Tablet,438,164,available
Voldo-MR Tablet,189,4,limited
Ulciful DSR 30mg/40mg Capsule,248,66,available
Mefy Plus Syrup,317,270,available
NEPTOIN 100MG TABLET,358,147,available
Neurohealth Plus Injection,276,66,available
Fabceto 10mg/10mg Tablet,419,34,available
Jagmet 1000mg Tablet,192,123,available
Raricap S 50mg Injection,433,229,available
Kritfen P Oral Suspension,337,264,available
Glimiprime M 4 Forte Tablet PR,265,192,available
Pgron 200mg Injection,133,55,available
Etobang P 60mg/325mg Tablet,77,0,out_of_stock
Riztran 10 MD Tablet Orange,417,144,available
Asta P 100mg/325mg Tablet,372,4,limited
Nimvive-P Tablet,239,189,available
Vertirid 25mg Tablet,448,38,available
Eutelmi 40mg Tablet,115,13,limited
Duopure 75mg/10mg Tablet,204,129,available
Fibocet M 5mg/10mg Tablet,51,71,available
Rabprey IT 20mg/150mg Capsule SR,462,45,available
Hazrab IT 20mg/150mg Capsule,274,234,available
Mgr 10mg Tablet,77,236,available
Glimulin 3mg Tablet,291,64,available
Flurisone 0.1% Eye Drop,499,208,available
Rabcap 20mg Capsule,104,1,limited
Ondinet Syrup,319,158,available
Cee Pod CV 200mg/125mg Tablet,325,71,available
Cefipride OL 200mg/200mg Tablet,211,48,available
Flusen 150mg Tablet,78,188,available
Inflazyme A 100mg/325mg/15mg Tablet,486,52,available
Orniliv Infusion,346,136,available
Metif-G 1 Tablet,305,286,available
Osteocam 20mg Tablet MD,349,229,available
Acnplus 100mg/500mg Tablet,192,148,available
Surgidine Powder,484,0,out_of_stock
Doxowind 400mg Tablet,368,38,available
Dulotek 30mg Tablet,87,286,available
Arimol Suspension,429,97,available
Sinact Syrup,370,129,available
Theocof Junior Syrup,392,236,available
Celfi-AZ Tablet,362,241,available
Relaxifen SP 100mg/325mg/15mg Tablet,237,51,available
Rcepod 200 Tablet DT,326,139,available
Flu-NZ 200mg Tablet,250,13,limited
Bill Cef TZ 1000mg/125mg Injection,131,101,available
Esredep Forte 0.5 mg/10 mg Tablet,175,236,available
Azitough 250mg Tablet,352,176,available
Supresmax CP Syrup,92,13,limited
Intriax 1000mg Injection,425,241,available
Pulmofor B 100 Axacaps,105,88,available
Trimtee Plus 12.5mg/5mg Tablet,165,110,available
Rhoneamox 250mg Capsule,230,29,limited
Alerpin 0.1% Ophthalmic Solution,311,68,available
StayHappi Rosuvastatin+Clopidogrel 20mg/75mg Capsule,160,154,available
Toroxx A 200mg Tablet SR,342,199,available
Entavar 600mg Tablet,22,146,available
Pantanof-DSR Capsule,82,21,limited
Nimprex-P Tablet,304,179,available
Fen-X 50mg Tablet,58,197,available
